	Control_1a	Control_1b	Control_2a	Control_2b	Control_3a	Control_3b	PB_1a	PB_1b	PB_2a	PB_2b	PB_3a	PB_3b	Standard_1a	Standard_2a	Standard_2b	Standard_3a	Styrofoam_1a	Styrofoam_1b	Styrofoam_2a	Styrofoam_2b	Styrofoam_3a	Styrofoam_3b	SControl_1a	SControl_1b	SControl_2a	SControl_2b	SControl_3a	SControl_3b	SPB_1a	SPB_1b	SPB_2a	SPB_2b	SPB_3a	SPB_3b	SStandard_1a	SStandard_1b	SStandard_2a	SStandard_2b	SStandard_3a	SStandard_3b	SStyrofoam_1a	SStyrofoam_1b	SStyrofoam_2a	SStyrofoam_2b	SStyrofoam_3a	SStyrofoam_3b
Superworm_MAG_0016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.781293546	1.222369272	3.036068045	6.693497126	3.648985929	2.210423929	1.761838603	1.418964279	7.762585444	3.704003701	4.788399522	7.718138772	2.56479604	0.389998092	0.128054465	0.01173804	0.824305568	0.909938344	1.390374258	0.343629402	0.150294961	0.085461168	8.015536772	0.76290395
Superworm_MAG_0017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.91605039	0.980815573	5.010895042	7.687927836	1.982662959	2.107079372	2.936774238	4.360072406	1.456227647	1.694791829	4.067488753	3.525170494	5.85757826	1.108111861	1.959769408	0.421945306	0.711009112	4.276294227	5.991012463	1.927683529	1.344872485	0.257501541	8.612134959	4.283246653
Superworm_MAG_0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.34420743	6.939997893	8.145884706	3.687530528	13.39385951	3.985807854	7.157621797	19.67648032	9.350146634	22.41352653	0.381737367	0.999895613	1.880657557	2.472189834	0.007976712	1.77E-03	0.066140237	0.099302678	1.230555534	0.753060694	5.277702825	0.763511664	0.972420272	0.11012294
Superworm_MAG_0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.43905401	25.41236193	19.51333328	12.63354658	5.278546423	1.327846437	8.795095029	64.64710569	19.38171741	24.03119684	0.904839741	1.73433004	1.782658148	12.10343715	0.223488408	0.332220187	0.772111984	0.389236493	14.13378654	11.13444437	23.53984815	3.282587815	2.846781539	0.907968527
Superworm_MAG_0020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.45054759	9.634793332	6.70019423	5.552467602	6.384735533	2.968966527	69.49480059	29.59058637	8.809689606	13.56173885	1.543600945	1.889896877	10.34049362	12.3393072	2.375116116	5.694921097	2.628718638	3.39957167	26.47428638	8.365379025	17.06166132	4.577149158	5.948393833	0.897316849
Superworm_MAG_0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.790175314	0.46554004	1.094040985	0.4005746	0.558965486	0.344803932	0.795648757	0.806074971	0.41975774	70.61595483	0.172593524	0.124977743	0.270014318	0.137757381	0.238817771	0.086994579	0.053663533	0.377450844	0.274091761	0.051802686	0.193172298	2.430293051	0.130313994	0.151905288
Superworm_MAG_0022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.676381971	0.33232926	7.642991181	6.398560062	2.503523823	1.230787699	0.648687866	0.671262052	0.382364828	1.355469353	2.178932621	1.256969101	0.039795731	0.018356072	0.161713792	1.143283637	0.003636306	0.612906617	7.464928558	0.108274642	12.76686606	12.73440112	1.574404053	0.204302206
Superworm_MAG_0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005561896	0.002349859	0.426271127	0.402840162	0.015248723	0.915379842	0.014200585	3.31E-03	0.201191857	0.112979177	21.83329776	5.380922799	0.007438402	0.011191413	0.005156165	0.027014922	0.182511326	47.73901895	0.01697308	0.004108026	0.067976847	0.044326111	0.1176958	0.037107481
Superworm_MAG_0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.24649213	14.08916844	10.0732725	16.56912459	13.73317956	6.629495758	7.378809335	11.9840314	2.449878794	6.142043065	16.68410035	10.44651471	9.120281619	6.298157791	21.14649554	0.29912713	9.862267173	6.200690442	14.53457776	14.2807174	4.757069842	0.542876667	11.81722611	8.294997774
Superworm_MAG_0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.79805602	1.453951746	65.01061207	4.363435853	1.255370524	3.792784449	9.423445438	4.695529648	2.238134356	1.64993154	4.199825737	7.915505811	2.13649752	10.02307478	0.57063494	51.30353537	0.412063034	4.131052521	2.496383794	0.623503218	26.01825632	58.85248669	11.44060653	20.50872642
Superworm_MAG_0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.344143417	0.15419638	13.88873792	15.98015067	80.08283547	6.074735668	21.52530031	18.44045073	30.93013107	22.23295704	129.2303477	18.89276873	0.659083174	0.884756928	11.20260237	150.1749166	0.120843507	0.946270495	142.7709832	0.808135901	3.950649394	108.3838479	1.084841815	1.660381057
Superworm_MAG_0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.131445533	1.880342755	1.499544707	2.824034979	25.87211217	2.868597348	1.234966156	1.266685314	0.05561888	3.880015964	1.545599494	1.395117422	0.255687097	10.0404901	0.968811107	0.058750858	0.398370755	1.974995747	6.000427967	1.771711472	4.524446663	3.746560079	26.12502463	28.84799552
Superworm_MAG_0028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180490075	3.780672023	0.090985908	4.56666467	1.333919026	1.620412328	12.68061551	2.369784823	0.191638406	0.411876752	13.03882034	0.062832843	0.042723511	7.212229578	10.46260323	0.172916736	0.005103772	0.005597685	0.690667357	0.138507434	4.666705657	0.252683753	50.32314481	12.15426845
Superworm_MAG_0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.96E-04	0.002988388	3.755081118	47.73858613	2.23E-04	1.55E-04	6.53E-04	3.26E-04	2.40E-04	3.205046002	0.00747097	1.72E-04	0.015354131	1.48E-03	2.40E-04	3.43E-04	0	1.89E-04	1.29E-03	1.89E-04	1.788103606	97.43827605	5.32E-04	1.03E-04
Superworm_MAG_0030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364438613	1.885590378	0.028394492	0.050692269	0.014453052	0.00370919	12.89297522	1.790558362	0.143507297	0.088807397	1.66E-03	0.028650298	2.284562833	0.060498174	0.004135534	0.019483908	0.004007631	1.132965806	2.90E-03	4.26E-04	0.03159207	0.253461343	2.05E-03	1.71E-04
Superworm_MAG_0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.999900916	1.598145542	4.019739896	2.518649645	1.564555235	0.657616929	21.5377711	8.042123127	7.694624287	9.621690511	0.632131187	0.4399657	18.90590691	1.680637553	1.407900214	0.831678062	0.444853376	0.853198801	20.70484618	3.650396135	2.34927669	1.862628692	0.762003735	0.496024357
Superworm_MAG_0032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.05541004	0.883416326	7.328861913	8.38900202	2.979257976	1.097875312	2.708555302	4.215366792	0.734372395	1.45600064	1.513201981	1.536498728	1.73552477	4.337043952	3.583923661	7.479526487	1.709134068	1.373808244	5.999381946	2.855315599	3.866578579	1.977479443	4.639183422	1.056843571
Superworm_MAG_0033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20082062	0.682059153	7.383158562	11.60035312	0.870799759	0.183931683	202.5486009	16.55615976	10.71547283	28.27835174	0.523287754	0.246370738	9.14953365	1.77395395	4.344419418	0.637316934	1.420863595	31.84503368	4.858320155	0.002923825	0.490587078	0.549525237	0.43084102	2.157398227
Superworm_MAG_0034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.503061305	0.754234604	4.246623153	1.990372686	6.021736477	1.62838041	6.343072685	4.518389611	5.338367659	9.072958283	1.251222774	1.052177439	15.30995412	2.713550571	7.354594055	5.633971157	0.88866583	1.68613784	3.200495724	0.993331007	4.09053289	6.791257439	0.952029604	0.637106407
Superworm_MAG_0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009337586	0.027502108	0.102932294	0.080317828	4.38E-03	0.005033542	0.124452511	0.012766231	0.076743284	0.079588329	4.09E-03	1.82E-03	0.09191686	2.04E-03	6.306736776	0.306316585	2.04E-03	0.034870047	0.011234283	0	0.006127791	0.064560652	2.19E-03	3.94E-03
Superworm_MAG_0036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085878166	0.85110847	165.3886199	15.05233054	43.37211193	3.299044984	5.022520937	2.93387325	15.20207857	11.50695142	10.12815052	9.500304837	4.821452099	9.151400995	11.3171162	56.026748	0.615878498	12.20237142	5.984973128	2.942791104	13.21604374	24.45573283	15.16577427	26.89129942
Superworm_MAG_0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.17616934	12.16210489	50.5256586	54.86412937	17.31445809	16.32177768	13.19439658	12.4706816	38.14267604	25.05092878	32.76148098	21.95286608	65.72411551	16.89594321	30.16336798	32.97285754	13.4441502	21.74181553	74.59340809	46.09720667	19.95851645	27.50792225	56.67891255	25.28035281
Superworm_MAG_0038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.790322166	1.705626677	1.861252713	1.147709909	3.504795901	1.42419651	2.694468342	2.346556838	0.344669295	0.518785552	2.496693589	1.753906701	0.022149745	0.006484418	0.039452227	0.321171304	1.35E-03	5.02170033	0.693126517	0.081665147	0.901237818	0.100668987	2.566160326	0.048729439
Superworm_MAG_0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.24269627	20.0188523	41.72727986	50.76112993	45.09367741	12.49979139	49.85869431	34.41734349	5.468695633	11.6683235	51.97275343	12.47749736	2.316382108	0.891595625	6.636392348	82.30648835	0.394939572	17.81223992	59.13293725	2.168589736	90.84852376	14.32348502	86.77119719	17.55694501
Superworm_MAG_0040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.43169931	3.139912666	6.267727296	5.485155245	4.406541095	1.628692525	26.31579263	12.08490393	4.243802267	7.797251902	1.911782078	1.136068579	11.78913168	26.28253427	2.057048463	10.25533453	0.568090507	2.169776077	34.51248212	43.00692272	9.536828102	2.564491379	4.113804594	1.266673403
Superworm_MAG_0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.237364882	1.4477249	2.660474979	1.270314066	1.583540908	1.613447931	8.293683003	3.248240163	0.114752964	0.216849352	1.895298962	0.495450299	0.054845167	0.017687957	0.055845193	0.170848164	0.004281361	0.668986032	9.15404898	0.124346962	0.202223974	0.348446502	0.982025369	0.040907307
Superworm_MAG_0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.576008171	1.028636243	0.845859195	1.974529038	1.156219032	0.523003147	23.56622235	0.257546571	0.551670923	0.530673455	0.589191513	0.626456426	0.354400189	0.992601775	0.343326182	1.065917136	0.232697969	0.63695516	2.047221186	0.604819766	1.670545144	1.312277841	11.66513225	1.535036369
Superworm_MAG_0043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207098462	1.522011045	0.800925597	3.619384081	1.194497711	1.643235791	1.53774961	4.595580064	1.217012228	7.920912135	0.355683476	1.472622185	0.19696153	0.383529668	0.10840173	0.531318305	0.03186857	0.126650907	0.329268062	0.240924229	3.444937068	6.423021859	0.418934691	0.284481991
Superworm_MAG_0044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99E-04	3.85E-04	0.034861082	0.029266526	1.05E-04	0	3.71E-03	8.04E-04	5.94E-04	3.15E-04	1.08E-03	3.50E-05	6.516295079	1.672597674	0.003881224	1.89E-03	0.045211013	2.45E-03	1.15E-03	6.29E-04	1.05E-04	2.45E-04	0	6.99E-05
Superworm_MAG_0045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.683689858	0.135291429	6.759471945	3.817211741	3.158628621	0.452877306	0.12900719	0.063924106	0.105776109	0.501090813	1.109837856	0.660334466	0.123907684	0.079248378	0.036443437	0.07996952	0.003682976	0.462252155	1.298699849	0.15208374	0.124345521	0.041826248	0.113348102	0.334172148
Superworm_MAG_0046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.978155904	1.79085749	3.417533167	2.959078366	3.466123051	1.814201003	10.07710774	6.141246745	3.264366489	3.628428807	2.026061473	0.87233984	6.593564159	4.12100105	1.19453928	5.662530526	0.28617914	1.476617894	76.4703733	2.046966112	5.386964511	2.809342194	4.608481137	1.076294069
Superworm_MAG_0047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.79267383	4.864220452	4.262212544	38.11037371	9.185409769	5.162160771	5.535192439	3.504741292	4.811184407	10.23400529	1.772847496	1.334855282	7.224869773	14.5024312	12.18371135	17.95743685	0.424848	7.129889906	34.31671799	9.303478108	8.103064037	5.918297512	43.78283423	5.197632932
Superworm_MAG_0048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.01E-04	9.26E-04	10.52837771	0.195123335	1.00E-04	1.25E-04	0.137672299	11.84737442	2.00E-04	0.008332402	0.005930268	5.76E-04	2.60E-03	0	5.50E-04	0	0	0	1.08E-03	4.00E-04	1.68E-03	2.75E-03	2.50E-05	0
Superworm_MAG_0049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.9861704	20.55585821	20.48389871	15.59891209	17.94711616	5.378141269	120.2631839	80.53393779	23.41801173	45.44989855	6.49601695	4.273531865	485.8782251	59.03401771	27.36339511	12.17745527	5.332933599	11.26489624	45.57251111	8.270153046	28.62621309	26.04871806	6.791383474	3.465495011
Superworm_MAG_0050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.978056376	1.204045165	2.629103153	3.915208892	2.271505452	1.161332799	3.974492859	1.181492836	8.387024212	1.872316771	5.735318891	3.332810573	2.402184361	4.245544441	2.780415574	1.776600202	0.27782974	2.619658587	3.80805418	1.749711845	0.615416922	2.331387492	4.835618027	0.958012963
Superworm_MAG_0051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.943227699	6.406332668	8.459858349	158.708656	18.95988877	16.78696348	6.099781213	6.634395319	6.062516366	22.88511184	16.42948042	20.1240909	23.42088907	27.22939667	47.49585896	130.8887927	1.737691566	33.99361502	38.38681835	13.74166947	40.89434439	132.531734	32.44860016	13.11226039
Superworm_MAG_0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.77388356	21.03105046	104.3453838	21.19580626	24.74128631	6.803517426	9.64E-05	2.17E-04	1.543048659	2.373288636	1.727452677	7.803166088	0.112079263	1.40E-03	45.63610105	0.360852313	0.009643301	0.011403203	2.414369097	0.524209828	0.015212307	6.99E-04	1.238079273	0.051639875
Superworm_MAG_0053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.936797958	1.666808865	75.40819332	167.2840458	9.382344971	74.93624437	2.065499427	2.27052085	85.09054475	21.19123031	16.69559775	254.7550415	18.47571688	2.674483634	8.499332752	218.6587707	0.479602168	23.48422188	2.931610772	0.287952632	87.99018204	96.15785374	193.6796612	46.66869241
Superworm_MAG_0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.595352344	0.799594142	7.43E-04	1.02E-03	5.029572553	0.612186171	1.93E-03	0.140547728	4.01E-03	0.394418043	4.167789589	2.533786125	1.65E-04	1.82E-04	3.30E-05	1.65E-04	0.821126753	0.220243141	2.31E-04	3.30E-05	2.48E-04	3.14E-04	12.46797608	0.00957005
Superworm_MAG_0055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.683527872	28.99380607	1.272168593	1.801767726	1.740590244	0.350104803	62.07644857	8.917254123	24.76060692	15.61859117	0.503270606	0.363269066	78.13107568	1.224599567	0.717371605	6.868070927	2.632448914	5.721407031	4.648842595	0.484251072	1.721570709	3.434217179	0.117549606	0.066709704
Superworm_MAG_0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193137044	0.939539446	2.640237493	1.730696178	1.51E-04	1.34E-04	0.070866606	0.011456573	3.18E-04	0.116776643	1.83E-03	3.35E-05	1.14E-03	1.17E-04	1.67E-04	0	3.35E-05	1.67E-04	0.393526568	0.00375186	1.84E-04	3.85E-04	2.40E-03	6.99410355
Superworm_MAG_0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368798925	0.274104757	1.28025193	16.69382481	0.466215727	0.341242088	0.238411492	0.139625504	98.7583843	31.0397001	0.675669721	0.455671421	0.439351352	0.395128216	1.25949381	25.33990438	0.154655075	0.744742798	11.46013465	0.514703799	2.401741227	36.37692906	1.459977275	1.25787282
Superworm_MAG_0058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.065016785	6.705101619	23.5862886	57.30542286	50.59200592	44.06393005	65.08614981	10.35131198	51.88880382	45.22181664	81.18020795	58.28791653	3.472601452	5.509145952	8.270454343	77.96388487	0.507990878	37.08799067	102.8908158	7.169686491	74.40471331	99.25565729	68.52809038	166.1851639
Superworm_MAG_0059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09213502	1.199825828	16.22355346	59.61941927	35.52535479	15.59417783	4.719075709	3.828699206	15.84252155	67.39223097	31.09173128	15.78610939	22.75803795	5.470632266	13.65843521	34.26801157	39.75874994	8.527366005	16.51338116	2.121345599	58.59744467	41.80303223	62.54920293	35.77563645
Superworm_MAG_0060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386613306	0.166458938	12.11560201	3.211104716	0.702202061	1.247914087	0.962853156	0.397265436	0.03760854	0.226489745	2.106606184	0.544935632	0.006956493	2.11E-03	0.42661314	1.325429294	7.76E-04	7.231647074	0.908412388	0.011521691	0.026863243	1.143473526	1.462385249	0.133136095
Superworm_MAG_0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.683794731	0.176867139	0.500938115	0.308540948	0.33214375	0.08475229	0.676763605	0.26491009	0.512230529	0.809976213	0.282049939	0.072323532	34.20297021	2.979492787	1.687115064	1.680983543	0.064771582	0.260790845	1.680604762	0.430058686	0.431171356	1.249622797	0.504228776	0.46852865
Superworm_MAG_0062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.72259029	0.578715368	1.99352521	1.880146613	1.712617623	0.671743961	3.126264607	1.352364399	0.564257174	1.095566722	0.355330461	0.590925371	26.08909348	4.654763141	3.580437948	1.330812775	1.35197678	1.42105051	3.826731146	0.68794644	0.717134161	0.290443018	2.533284855	0.737096547
Superworm_MAG_0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.57916085	15.76980761	13.92853646	12.44852574	41.45898294	10.50850646	106.1335161	70.22133289	21.17309784	29.14012854	11.39471419	6.3877307	9.206226904	7.614351463	1.443547099	13.42276155	0.764035273	3.916553711	22.81506888	4.83780775	15.26421308	14.57021888	10.47186245	2.539259595
Superworm_MAG_0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.430456449	4.819325098	0.009311758	0.018141041	0.010148047	2.69E-03	0.301530473	0.219091666	2.57E-03	0.004872992	0.014522482	0.00718887	0.018800423	0.019475887	2.61E-03	0.006400828	9.01E-04	1.93E-03	0.018430525	0.126392234	3.36E-03	0.02584455	0.017240422	0.005612787
Superworm_MAG_0065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.28422467	5.914620748	33.74669441	16.6344009	14.58652307	8.558032574	14.69078356	3.500221654	10.52838768	10.89716713	3.870154209	7.040345767	4.968973295	4.688190666	9.417941389	5.199619601	6.011482107	3.418086488	9.402254269	14.16501281	3.451022233	4.176473452	9.197264692	11.49522356
Superworm_MAG_0066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.563042731	0.375007421	5.578522098	0.383507625	1.67632122	5.9413324	0.235064377	0.537118458	1.073063078	6.023811366	0.433483429	8.083127499	2.75E-03	0.130336464	0.003993747	0.005923158	4.59E-04	0.39404518	0.107507344	0.266798472	0.745535369	2.462077396	1.89E-03	4.61141474
Superworm_MAG_0067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.534119034	1.097329604	8.890873953	9.533951019	2.238586467	0.915143187	3.558075811	2.374579345	3.149438188	3.290220792	1.097554625	1.672852236	3.239076798	0.926715681	1.52216872	4.886614203	0.229376476	3.694824116	10.08033347	1.464611635	17.38598468	15.14148338	13.07346262	1.660315368
Superworm_MAG_0068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.30144902	5.893652903	2.985469557	0.045038659	1.593476642	9.871813861	6.179786455	18.27334879	0.30206689	5.413859465	0.100646644	2.155380728	0.048799815	4.944492524	1.06E-03	0	2.54E-04	1.308311151	4.838831005	7.364741194	6.307776866	9.216975882	0.169712269	22.23608425
Superworm_MAG_0069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008241343	0.003656086	16.25627157	26.23635634	0.022542497	0.013573977	0.007756558	0.003979276	130.3152893	17.09880751	0.065950945	0.049488458	0.101198846	0.143132739	0.296223768	31.32364859	2.20E-03	0.025047219	0.023148479	0.007352571	13.25636206	191.476842	0.033611752	0.016765477
Superworm_MAG_0070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103494681	0.037692306	0.233630265	0.139603551	0.063419059	0.021988539	0.032142118	0.051404535	5.053658347	0.14895725	0.025612485	0.017042342	0.044646365	0.018070759	0.038459538	3.23E-03	0.015148748	1.149394953	0.037724954	0.027914181	0.031782988	9.471265153	1.422496849	0.014365192
Superworm_MAG_0071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.683170781	1.486669996	20.17811935	8.272046139	12.0572616	5.703237861	5.093829113	2.134218482	8.252739964	4.449139926	2.726447806	4.813050691	3.485367164	20.73521002	5.613370806	3.47525328	5.164319101	7.235585747	3.909205052	4.124408645	1.375724474	3.420572143	6.966079106	9.462979563
Superworm_MAG_0072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.819517695	0.077672552	4.567864966	0.18691622	0.453425884	0.034652152	0.009205072	0.936273766	2.148794795	19.72165814	0.012210034	0.023716374	0.08723898	3.804376492	49.35934726	0.295703437	0.003917861	4.33469516	0.012951765	0.25901628	0.871077511	0.241119641	0.035241733	0.046386718
Superworm_MAG_0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.679231939	0.66233914	3.641815231	3.773307536	1.594640588	0.780959968	1.622652988	1.624211114	1.045773684	2.608032344	0.795457317	0.585110275	4.228009419	0.572509776	2.312360954	4.642911339	0.978943618	0.886912553	2.916947807	1.575062393	1.67783098	1.40034902	5.985372582	0.896803267
Superworm_MAG_0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.85398213	4.853041645	4.66812373	5.731752942	3.034805381	1.145847813	90.62874309	31.3835128	10.9636508	22.81041219	1.925482739	1.58784673	337.6927553	37.94654608	5.434302014	9.727303378	6.442367127	17.29352188	85.1086365	5.038698935	21.53143974	12.08679977	9.27303082	4.943504287
Superworm_MAG_0075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.18873184	14.07967636	10.29596191	5.881768174	0.395594366	0.21342411	12.24460396	5.102987247	7.474974716	13.06016429	3.973580996	1.437233282	1.635585486	10.54875552	1.178396112	4.094378253	0.007474284	0.120994598	10.97937788	1.374503564	2.673721601	0.30299218	0.125336096	0.100397148
Superworm_MAG_0076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988159318	0.403084869	4.462522668	3.923122947	2.168300526	0.756454909	0.741188879	0.722838803	0.258134686	0.744920576	1.401020614	0.649284296	0.448574554	0.695606673	0.116330231	0.782083335	0.043238331	0.499985608	15.41279962	0.107910785	4.816632879	0.483671002	1.169316205	1.160835078
Superworm_MAG_0077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018642998	1.186229517	0.592762883	0.042634502	1.310192017	0.639607094	1.436534475	5.022221464	0.044681777	0.361382422	0.013435242	0.01378072	0.008508987	1.04E-03	1.66E-04	2.07E-03	7.68E-05	5.25E-04	0.040241749	0.006615257	0.01064583	3.749750488	2.55E-03	7.68E-04
Superworm_MAG_0078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.202565385	0.413446252	0.267991545	0.022622791	0.011999915	0.010799924	0.348154911	1.484291128	0.116064752	0.402528297	0.030393227	0.382521881	1.04E-03	0.00385571	3.93E-05	0	0.007180277	0.024019502	0.499255481	0.11169757	0.077783056	0.007829453	4.92E-04	1.18E-04
Superworm_MAG_0079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.0902871	2.824927087	4.339092474	0.264099795	0.254489472	0.837596124	0.257295128	0.609233527	0.167336413	0.979199216	0.105599293	2.262031312	0.011248013	1.027606298	1.28E-03	1.02E-03	2.54E-05	0.33417771	0.496334451	0.519706451	2.180527649	0.877065733	4.70E-04	0.69030555
Superworm_MAG_0080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.93080679	13.25602031	21.51058058	23.13800294	14.89324969	6.762668024	24.58340615	22.71052551	8.625034419	12.42645524	6.153407184	7.403212301	51.92286657	18.38247266	0.499757025	7.996135973	0.305266933	4.243632355	13.55968418	3.81723935	15.9506157	6.823466805	20.38503695	3.027845323
Superworm_MAG_0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034935885	0.006271623	12.49467193	2.244462241	2.80E-03	0.00471424	0.739399063	1.209791813	0.685900859	13.04950008	0.008355148	0.00324104	0.014205857	0.00427228	0.014374223	4.71E-03	3.79E-04	3.22E-03	0.007976326	0.003998686	0.006250577	0.008628743	3.35E-03	0.007260771
Superworm_MAG_0082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.822989516	0.220028045	0.680099339	4.238574168	2.61077306	1.140560359	0.751892397	0.636060325	0.465109892	0.706071779	8.491011439	1.506596387	0.137517528	0.055118362	0.666514612	2.381558621	0.019625477	0.353620478	3.805004228	0.079643249	0.980160359	3.887765283	0.413888788	0.234726275
